,0,1,2,3,4,5
151,7.369526,-3.4155164,-8.250869,3.0276802,2.3793702,-8.658174
152,8.13834,-3.1575778,-8.381895,2.6154177,2.5824287,-9.28473
153,8.004758,-2.9264295,-7.9547005,2.3398223,2.429755,-8.957853
154,7.331256,-2.651302,-6.771821,1.8427653,2.0070486,-7.7840924
155,7.466419,-2.4710002,-6.8829474,1.7801017,2.0601234,-8.00231
156,7.8747973,-2.5921552,-7.2213664,1.8653247,2.1273177,-8.381063
157,8.622306,-2.8960822,-7.7337093,1.9636534,2.2526302,-8.980458
158,8.857021,-3.036142,-7.968631,2.0548236,2.3365412,-9.24149
159,7.710154,-3.3955925,-8.016031,2.7625022,2.2919786,-8.593538
160,7.600106,-3.2631238,-7.5960755,2.4674637,2.2260952,-8.281397
161,8.257375,-3.821348,-8.004866,2.5913472,2.377846,-8.658862
162,8.770476,-4.2223015,-7.9173217,2.3050728,2.6831064,-8.834019
163,8.6619625,-4.110142,-7.992888,2.3499045,2.7668812,-8.950283
164,7.8773093,-3.7698686,-6.907067,1.8424805,2.620637,-7.957646
165,7.911824,-3.777197,-7.0756545,1.9056771,2.746703,-8.141708
166,7.7352567,-3.662623,-7.15661,1.9539316,2.8938026,-8.234023
167,7.336174,-3.4698987,-7.1379952,2.0506074,2.9085734,-8.116291
168,7.235475,-3.4387476,-7.952397,2.7311015,2.7080464,-8.386749
169,6.8944697,-2.9792068,-7.620824,2.4410074,2.8168247,-8.211875
170,7.7317243,-2.9966717,-8.473584,2.6546957,2.8512552,-9.05709
171,7.0759306,-2.688496,-7.7906933,2.4146757,2.6810827,-8.369982
172,7.439795,-2.3844748,-7.8961687,2.2225518,2.6307826,-8.680446
173,7.9739757,-2.4933903,-8.387818,2.3163044,2.79969,-9.296165
174,7.9794383,-2.335116,-8.157154,2.142945,2.647709,-9.157063
175,6.777577,-1.8372023,-6.706894,1.6418779,2.1633217,-7.717984
176,8.077205,-2.3646343,-7.8138847,1.9349507,2.4697828,-8.934454
177,8.617311,-2.5652752,-7.8257537,1.7991904,2.4174829,-9.118355
178,7.4964314,-2.434675,-6.507814,1.4312915,2.111362,-7.7066507
179,8.800667,-2.9091504,-7.376664,1.6292257,2.1713827,-8.717428
180,9.058803,-2.902801,-7.4993396,1.565811,2.2587454,-8.937958
181,9.418803,-3.190779,-7.849254,1.6798412,2.481783,-9.298125
182,9.051963,-3.0929856,-7.4496827,1.53313,2.4331486,-8.851743
183,8.565768,-3.2634397,-7.033475,1.4883441,2.4935393,-8.2998905
184,8.753999,-3.4026744,-7.2749195,1.5663397,2.6429677,-8.527674
185,7.0071645,-2.6678667,-6.5037894,1.5431497,2.5898771,-7.379914
186,8.213036,-3.0879903,-7.789131,1.8124012,3.2706058,-8.88624
187,7.817114,-2.7357943,-7.6206603,1.7077609,3.3650694,-8.833941
188,7.349822,-2.6408427,-7.3345385,1.7211148,3.2532654,-8.4443
189,8.188759,-3.2679217,-7.788563,1.9438714,3.1105523,-8.816211
190,8.62327,-3.563842,-7.6637,1.9224385,2.7105086,-8.688975
191,7.877222,-2.8475885,-7.3719697,1.7316804,2.8728077,-8.518255
192,7.8977747,-3.287695,-6.9559503,1.7983595,2.2825212,-7.8132358
193,8.433113,-3.2372167,-7.3158793,1.7688905,2.3885872,-8.380358
194,9.276885,-3.9277265,-7.875543,2.052143,2.3537025,-8.837156
195,8.804282,-3.455719,-7.555685,1.8461787,2.4225943,-8.651654
196,9.520814,-3.5715694,-8.160449,1.9077177,2.715914,-9.507439
197,8.652179,-2.9377432,-7.621826,1.6588397,2.8064568,-9.077913
198,8.782605,-3.0080783,-7.531463,1.6001668,2.7362409,-9.073376
199,9.189609,-3.177665,-7.989954,1.7534444,2.9108138,-9.589068
200,7.4809055,-2.6478012,-6.494672,1.4306009,2.4537642,-7.8827844
201,8.568075,-2.9954019,-7.2993217,1.5487962,2.7616136,-8.948121
202,8.6195965,-3.5633667,-7.3670454,1.937818,2.3372371,-8.559712
203,9.294286,-3.7523859,-7.669363,1.8211361,2.6215887,-9.191843
204,8.941685,-3.7553854,-7.416907,1.9185416,2.2951114,-8.661253
205,7.885725,-3.3331532,-6.594939,1.7101008,2.1267176,-7.7415605
206,10.005002,-4.4584265,-7.965058,1.8948845,2.8088272,-9.628189
207,10.166926,-4.434816,-8.188626,1.9904145,2.7618625,-9.784721
208,8.064831,-3.1345038,-6.641986,1.4871616,2.3116844,-7.985399
209,9.375818,-3.5340126,-7.6945653,1.6813744,2.6272273,-9.254003
210,8.944624,-3.2498531,-7.4064727,1.6120313,2.467671,-8.8588085
211,9.492085,-3.573458,-7.837127,1.7453115,2.5969617,-9.331391
212,9.103573,-3.120274,-7.5936294,1.6500179,2.3659325,-8.988912
213,9.764314,-3.3521166,-8.072103,1.7501717,2.4532697,-9.551443
214,9.728204,-3.4638426,-7.904626,1.7340342,2.3325217,-9.340298
215,8.596583,-2.9272275,-7.0966744,1.555297,2.05927,-8.341004
216,8.627892,-3.022399,-7.079266,1.568382,2.0474606,-8.29886
217,9.077673,-3.5902457,-7.2055,1.6791171,2.0380907,-8.403245
218,9.56222,-3.806408,-7.6816087,1.8311667,2.174443,-8.858561
219,9.393105,-3.8480604,-7.5142384,1.81349,2.1571102,-8.693268
220,9.972894,-4.092471,-8.173182,2.0287933,2.3865192,-9.302801
221,8.924001,-3.665476,-7.593667,1.9411924,2.345901,-8.515753
222,9.055158,-3.833703,-8.092227,2.209228,2.5948389,-8.866306
223,7.776018,-2.9867613,-6.6147966,1.5909252,2.172628,-7.7362595
224,8.68652,-3.1937184,-7.496399,1.7281073,2.7106369,-9.14465
225,9.590307,-3.516349,-8.403682,1.98671,3.0222864,-10.231896
226,9.002076,-3.4886692,-7.697416,1.8307056,2.7311726,-9.358243
227,9.070957,-3.300024,-8.061026,1.9103155,2.9881716,-9.873953
228,9.057766,-3.3658218,-8.017858,1.9087825,2.9902444,-9.829384
229,8.684358,-3.2090735,-7.7071905,1.8348765,2.8718512,-9.440203
230,8.793945,-3.215084,-7.9217815,1.9365103,2.8666692,-9.593006
231,8.74868,-3.2982097,-7.8826675,1.9548413,2.8544645,-9.467894
232,7.742052,-3.2710822,-7.0284805,1.7536104,2.8490634,-8.342553
233,6.647444,-2.8021858,-6.187032,1.6281372,2.39335,-7.2041106
234,7.6998777,-3.4120207,-7.049572,1.8308817,2.873904,-8.27481
235,7.609779,-3.4709513,-7.0235834,1.8410959,2.9436653,-8.203093
236,7.1568136,-3.3844314,-6.49728,1.6406733,2.9269948,-7.7308226
237,7.605316,-3.536847,-7.013678,1.811169,3.1073406,-8.324979
238,7.506834,-3.4886436,-7.108529,1.8878163,3.1676824,-8.403798
239,7.6895022,-3.6142561,-7.2482476,1.8926882,3.3307874,-8.627433
240,6.5169888,-2.941468,-6.1746187,1.4744158,3.2001367,-7.8304815
241,7.4222813,-3.5063238,-6.7962685,1.5813559,3.5450063,-8.549539
242,6.6083612,-2.95057,-6.096385,1.2868544,3.484401,-8.146043
243,6.423539,-2.8564725,-5.8555055,1.1217545,3.5706317,-8.077306
244,5.311391,-2.1964293,-4.644398,0.41905677,3.714554,-7.528065
245,3.8602588,-1.5289811,-3.0184593,-0.24063239,3.2847974,-6.173268
246,2.1586318,-0.59856856,-0.7659896,-1.4471868,2.8819034,-4.9868603
247,1.4880731,-0.4760024,0.34801522,-1.8841755,2.468769,-4.0598493
248,1.3192145,-0.44359976,0.6501676,-2.1761518,2.8293264,-4.4249644
249,0.60878146,-0.09502732,1.0802023,-2.1443784,2.3900397,-3.9912243
250,7.8597865,-3.5244853,-5.7119246,0.99723613,2.3861098,-7.4322367
251,8.272056,-3.766164,-6.387199,1.3359308,2.4806123,-7.870026
252,9.351859,-4.195205,-7.053077,1.341526,2.915166,-8.977769
253,7.741885,-2.9776657,-6.6341476,1.2949595,3.0141945,-8.461397
254,7.715847,-3.0729733,-6.5307193,1.2981393,2.9487383,-8.262246
255,7.870415,-3.2863407,-6.600961,1.3598585,2.9531667,-8.2499485
256,8.738413,-3.791737,-7.187433,1.5133462,3.1187053,-8.875581
257,8.64313,-3.7796092,-7.2192516,1.5512708,3.203496,-8.8923
258,8.465814,-3.8014348,-7.1493073,1.6089469,3.136999,-8.678774
259,8.587074,-3.8814678,-7.453429,1.7575097,3.2893734,-8.976329
260,7.3622146,-3.3730383,-6.951945,1.8339114,3.1650777,-8.238075
261,7.763789,-3.5922325,-7.8518467,2.314224,3.430424,-9.099207
262,7.7543077,-3.623144,-7.2506633,2.0363169,2.894878,-8.336247
263,8.559546,-3.8531365,-8.481256,2.5579233,3.2647321,-9.623283
264,8.764973,-3.965178,-8.757937,2.7575111,3.1698935,-9.853377
265,8.864665,-3.9017708,-8.482138,2.503647,3.1497536,-9.724081
266,9.485945,-3.9601753,-8.308916,2.207849,2.8485315,-9.659452
267,9.812666,-4.200318,-8.875752,2.53451,2.9435241,-10.176347
268,8.904908,-3.7771065,-7.632604,2.0414715,2.4383824,-8.836743
269,9.608349,-4.025915,-8.259866,2.2101579,2.6276057,-9.570142
270,9.7553835,-4.3194838,-9.028145,2.7644293,2.7853935,-10.089089
271,8.706002,-4.1012287,-8.522488,2.902135,2.4328508,-9.140299
272,8.949861,-4.675974,-9.399957,3.613173,2.3480716,-9.616662
273,7.9183354,-4.2588415,-8.774614,3.5093615,2.2325335,-8.852388
274,7.675823,-3.9690347,-8.721213,3.4448977,2.3188434,-8.860522
275,7.841385,-3.9576309,-8.836014,3.422796,2.3832994,-9.04338
276,7.9032454,-3.7958639,-8.762953,3.272278,2.424925,-9.090367
277,8.229274,-3.535694,-8.544044,2.863552,2.4582717,-9.211245
278,8.155872,-3.711795,-8.555784,2.9955587,2.3594768,-9.079171
279,9.069161,-3.2129474,-8.379871,2.2683408,2.4489982,-9.599712
280,8.978527,-3.1224546,-8.234265,2.189024,2.407754,-9.48254
281,9.639951,-3.4514222,-8.729882,2.336897,2.49661,-9.998677
282,9.971661,-3.6148794,-8.9854765,2.4271944,2.5094173,-10.247012
283,9.064441,-3.1957226,-8.329635,2.2398589,2.4478574,-9.55174
284,9.761548,-3.849695,-8.982608,2.5926015,2.5362737,-10.069096
285,8.956862,-4.0364194,-8.826901,2.8997362,2.5409276,-9.512585
286,9.525963,-4.5257373,-8.721502,2.6371632,2.7406132,-9.592959
287,9.307694,-4.5075974,-8.473748,2.515182,2.8151045,-9.376972
288,9.349305,-4.545261,-8.351209,2.3786888,2.9459288,-9.421779
289,9.261709,-4.4948487,-8.160298,2.2375653,3.0051305,-9.302786
290,9.130217,-4.411357,-8.101498,2.231134,2.9853017,-9.220057
291,8.080373,-3.890762,-8.013146,2.5086718,2.841935,-8.771667
292,9.116356,-4.4190774,-8.374499,2.4090571,3.059091,-9.411035
293,6.866308,-3.4042368,-8.040327,2.940318,2.9080887,-8.5973835
294,7.787605,-3.677838,-8.776963,3.1744645,2.6138172,-8.921138
295,8.067332,-3.592809,-8.959727,3.111948,2.7107785,-9.214495
296,8.141852,-3.2728906,-8.863656,2.8848886,2.722018,-9.287808
297,8.182735,-2.9046881,-8.721195,2.5940177,2.8488123,-9.450875
298,8.256317,-2.779401,-8.697851,2.5094357,2.8160822,-9.512771
299,8.4043455,-2.5766532,-8.487715,2.2538805,2.715169,-9.501216
300,8.369854,-2.43673,-8.156871,2.024277,2.60235,-9.313056
301,9.249278,-2.9423628,-8.347729,1.988716,2.5526192,-9.705276
302,9.139994,-2.827381,-8.097551,1.8576679,2.4318378,-9.467504
303,9.646468,-3.3162546,-8.396887,1.998221,2.5474575,-9.794993
304,8.886554,-2.9047136,-7.551543,1.6946654,2.213514,-8.881024
305,9.641886,-3.3702486,-8.26088,1.921055,2.5752208,-9.709837
306,10.137153,-3.5557525,-8.637484,1.9843715,2.718694,-10.153697
307,9.654688,-3.221429,-8.055612,1.693024,2.5909498,-9.573744
308,9.725454,-3.3943627,-8.319275,1.780397,2.920982,-9.782423
309,8.266552,-2.991753,-7.469294,1.6348273,2.992723,-8.661657
310,8.612844,-3.1543002,-7.9725876,1.8120694,3.2251978,-9.160061
311,8.175783,-3.09083,-7.8271937,1.8729839,3.2318718,-8.856736
312,8.399509,-3.1600466,-8.134275,1.9499513,3.4053113,-9.208563
313,8.126345,-2.9956007,-7.942307,1.8838147,3.3847682,-9.050208
314,8.752568,-3.2610013,-8.24622,1.9760891,3.2371166,-9.41934
315,8.0018015,-2.9183857,-7.744953,1.8863542,3.080547,-8.824698
316,8.557966,-3.5357301,-7.919155,2.110567,2.7375393,-8.781954
317,9.164716,-4.0933547,-7.860288,2.106727,2.4469721,-8.747267
318,10.698431,-4.725389,-9.190808,2.5273993,2.6761422,-10.136352
319,9.860095,-3.8446584,-8.572613,2.1444812,2.703787,-9.74802
320,9.386286,-3.5043728,-8.18951,1.9576106,2.7182732,-9.458294
321,10.124046,-3.644514,-8.802898,2.0453467,2.9686468,-10.307265
322,9.7381935,-3.498748,-8.529163,2.0146627,2.8644636,-9.968542
323,9.996575,-3.5259485,-8.730252,1.9680915,3.1036665,-10.345391
324,9.800581,-3.475242,-8.5608225,1.9386235,3.0690331,-10.182913
325,8.835898,-3.1049547,-7.8184485,1.7592458,2.9272997,-9.352151
326,9.433178,-3.5849206,-8.25822,1.9901999,2.941628,-9.76932
327,10.177933,-4.096356,-8.906299,2.3049808,2.9731486,-10.365193
328,9.849386,-4.125483,-8.331039,2.1644049,2.6631944,-9.717111
329,10.725634,-4.610443,-8.944102,2.3395967,2.8152506,-10.435138
330,10.590018,-4.6512656,-8.744055,2.2779953,2.7883513,-10.235922
331,9.897451,-4.663605,-7.875509,1.9300313,2.8353834,-9.485088
332,10.182779,-4.4932594,-8.15334,1.9501903,2.8289247,-9.806884
333,9.684774,-4.2863235,-7.7626324,1.8280871,2.7665026,-9.3611355
334,9.903374,-4.459191,-7.955153,1.892237,2.8650556,-9.587623
335,10.209945,-4.012148,-8.45972,1.9482353,2.8144832,-10.01065
336,10.09901,-3.705183,-8.438128,1.902201,2.7004263,-9.94393
337,9.72023,-3.376393,-8.18556,1.818442,2.5526109,-9.628179
338,9.92314,-3.4411714,-8.341887,1.8725522,2.5113432,-9.7427025
339,10.207387,-3.595301,-8.611277,1.9775381,2.5384576,-9.968303
340,10.331419,-3.702533,-8.668996,2.0229084,2.472839,-9.969178
341,9.979093,-3.6020737,-8.401446,1.9742662,2.404999,-9.6178
342,9.637297,-3.6241426,-8.281542,2.0165718,2.490141,-9.36781
343,9.208,-3.6721134,-8.0582,2.0707552,2.5013742,-8.973976
344,8.290855,-3.4863083,-7.516606,2.0344982,2.5224438,-8.276076
345,8.64625,-3.7317035,-7.646389,2.0751905,2.467174,-8.347614
346,8.573248,-3.7797487,-7.9808087,2.303766,2.6725893,-8.594902
347,9.051299,-3.880577,-8.028851,2.2094355,2.510185,-8.778497
348,9.033517,-3.780959,-7.9359617,2.1373577,2.4819405,-8.870524
349,9.499607,-3.9051669,-8.105223,2.1131475,2.4661603,-9.384799
350,9.87625,-3.7795942,-8.645988,2.16665,2.8798988,-10.279764
351,9.793644,-3.6712127,-8.778791,2.220578,3.0026004,-10.46372
352,9.408937,-3.4670784,-8.363057,2.0410368,2.963182,-10.139039
353,9.449701,-3.4714937,-8.436115,2.0428536,3.056772,-10.241648
354,9.151154,-3.4815438,-8.10366,1.9887683,2.8989067,-9.773427
355,9.454418,-3.5165849,-8.539279,2.1413348,2.9955804,-10.216571
356,8.863406,-3.4264565,-8.066029,2.1098933,2.7378092,-9.478001
357,9.049583,-3.565213,-8.253244,2.1271358,2.9595168,-9.710435
358,8.290929,-3.553759,-7.7471895,2.0537152,2.9933274,-8.913545
359,8.47103,-3.7049904,-8.073198,2.152192,3.261708,-9.224505
360,8.417866,-3.8116035,-7.9838176,2.0581746,3.5241854,-9.263438
361,8.446219,-3.876527,-7.993793,2.0542402,3.6073475,-9.343585
362,8.557196,-4.017018,-7.9430513,2.0576024,3.5596676,-9.381101
363,8.315533,-3.864163,-7.8537326,2.0315065,3.6100137,-9.323628
364,8.583265,-4.0834146,-7.9325194,2.0018504,3.7433372,-9.542243
